name,description,price,rating,category,marketplace
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,['Stylish & Portable Thin and Light Laptop' '14 inch 2K QHD IPS LCD Display ( 400nits peak brightness 100% sRGB 3:2 aspect ratio Full Vision Display)' 'Finger Print Sensor for Faster System Access' 'Light Laptop without Optical Disk Drive' 'Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' 'NA' '1 Year Domestic Warranty'],44425.38,4.4,laptops,amazon
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,['Stylish & Portable Thin and Light Laptop' '14 inch 2K QHD IPS LCD Display ( 400nits peak brightness 100% sRGB 3:2 aspect ratio Full Vision Display)' 'Finger Print Sensor for Faster System Access' 'Light Laptop without Optical Disk Drive' 'Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' 'NA' '1 Year Domestic Warranty'],42675.1,4.4,laptops,meesho
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) D560841WIN9S Thin and Ligh...,"['Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores' 'RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD' 'Graphics & Keyboard: Integrated & Standard Keyboard' 'Display: 15.6"" FHD WVA AG Narrow Border' 'Ports: 2x USB 3.2 Gen1 1x USB 2.0 HDMI 1.4 SD Card reader Audio jack 1 M.2 2230/2280 slot for solid-state drive/Intel Optane' 'Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' 'Windows 11 Operating System' '1 TB HDD|256 GB SSD' '39.62 cm (15.6 inch) Display' '1 YEAR']",35763.34,4.3,laptops,flipkart
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) D560841WIN9S Thin and Ligh...,"['Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores' 'RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD' 'Graphics & Keyboard: Integrated & Standard Keyboard' 'Display: 15.6"" FHD WVA AG Narrow Border' 'Ports: 2x USB 3.2 Gen1 1x USB 2.0 HDMI 1.4 SD Card reader Audio jack 1 M.2 2230/2280 slot for solid-state drive/Intel Optane' 'Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' 'Windows 11 Operating System' '1 TB HDD|256 GB SSD' '39.62 cm (15.6 inch) Display' '1 YEAR']",33753.93,4.3,laptops,amazon
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) D560841WIN9S Thin and Ligh...,"['Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores' 'RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD' 'Graphics & Keyboard: Integrated & Standard Keyboard' 'Display: 15.6"" FHD WVA AG Narrow Border' 'Ports: 2x USB 3.2 Gen1 1x USB 2.0 HDMI 1.4 SD Card reader Audio jack 1 M.2 2230/2280 slot for solid-state drive/Intel Optane' 'Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' 'Windows 11 Operating System' '1 TB HDD|256 GB SSD' '39.62 cm (15.6 inch) Display' '1 YEAR']",43229.07,4.3,laptops,meesho
HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '35.56 cm (14 inch) Display' 'Microsoft Office Home & Student 2021' '1 Year Onsite Warranty'],43964.83,4.2,laptops,flipkart
HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '35.56 cm (14 inch) Display' 'Microsoft Office Home & Student 2021' '1 Year Onsite Warranty'],37981.29,4.2,laptops,amazon
HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '35.56 cm (14 inch) Display' 'Microsoft Office Home & Student 2021' '1 Year Onsite Warranty'],37336.28,4.2,laptops,meesho
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Office Home and Student 2021' '2 Years Onsiteï¿½Warranty'],47497.78,4.3,laptops,flipkart
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Office Home and Student 2021' '2 Years Onsiteï¿½Warranty'],44273.03,4.3,laptops,amazon
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Office Home and Student 2021' '2 Years Onsiteï¿½Warranty'],48682.82,4.3,laptops,meesho
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,['AMD Ryzen 5 Quad Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '2 Years Onsiteï¿½Warranty'],33944.82,4.2,laptops,flipkart
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,['AMD Ryzen 5 Quad Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '2 Years Onsiteï¿½Warranty'],43528.48,4.2,laptops,amazon
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,['AMD Ryzen 5 Quad Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '2 Years Onsiteï¿½Warranty'],37207.67,4.2,laptops,meesho
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,['Apple M1 Processor' '8 GB DDR4 RAM' 'Mac OS Operating System' '256 GB SSD' '33.78 cm (13.3 inch) Display' 'Built-in Apps: iMovie Siri GarageBand Pages Numbers Photos Keynote Safari Mail FaceTime Messages Maps Stocks Home Voice Memos Notes Calendar Contacts Reminders Photo Booth Preview Books App Store Time Machine TV Music Podcasts Find My QuickTime Player' '1 Year Limited Warra\xadnty'],99817.96,4.7,laptops,flipkart
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,['Apple M1 Processor' '8 GB DDR4 RAM' 'Mac OS Operating System' '256 GB SSD' '33.78 cm (13.3 inch) Display' 'Built-in Apps: iMovie Siri GarageBand Pages Numbers Photos Keynote Safari Mail FaceTime Messages Maps Stocks Home Voice Memos Notes Calendar Contacts Reminders Photo Booth Preview Books App Store Time Machine TV Music Podcasts Find My QuickTime Player' '1 Year Limited Warra\xadnty'],93809.44,4.7,laptops,amazon
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,['Apple M1 Processor' '8 GB DDR4 RAM' 'Mac OS Operating System' '256 GB SSD' '33.78 cm (13.3 inch) Display' 'Built-in Apps: iMovie Siri GarageBand Pages Numbers Photos Keynote Safari Mail FaceTime Messages Maps Stocks Home Voice Memos Notes Calendar Contacts Reminders Photo Booth Preview Books App Store Time Machine TV Music Podcasts Find My QuickTime Player' '1 Year Limited Warra\xadnty'],98511.33,4.7,laptops,meesho
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,['AMD Ryzen 3 Dual Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '2 Years Onsiteï¿½Warranty'],31685.57,4.2,laptops,flipkart
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,['AMD Ryzen 3 Dual Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '2 Years Onsiteï¿½Warranty'],38578.71,4.2,laptops,amazon
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,['AMD Ryzen 3 Dual Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '2 Years Onsiteï¿½Warranty'],33519.55,4.2,laptops,meesho
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'NA' '1 Year Onsiteï¿½Warrantyï¿½+ 1 Year Premium Care + 1 Year Accidental Damage Protection'],70806.86,4.3,laptops,flipkart
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'NA' '1 Year Onsiteï¿½Warrantyï¿½+ 1 Year Premium Care + 1 Year Accidental Damage Protection'],62651.09,4.3,laptops,amazon
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'NA' '1 Year Onsiteï¿½Warrantyï¿½+ 1 Year Premium Care + 1 Year Accidental Damage Protection'],56880.62,4.3,laptops,meesho
Infinix INBook X1 Neo Series Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Home) XL22 Thin and Light...,['Intel Celeron Quad Core Processor' '8 GB LPDDR4X RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' '1 Year Onsite Warranty'],20308.43,4.2,laptops,flipkart
Infinix INBook X1 Neo Series Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Home) XL22 Thin and Light...,['Intel Celeron Quad Core Processor' '8 GB LPDDR4X RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' '1 Year Onsite Warranty'],20546.06,4.2,laptops,amazon
Infinix INBook X1 Neo Series Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Home) XL22 Thin and Light...,['Intel Celeron Quad Core Processor' '8 GB LPDDR4X RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' '1 Year Onsite Warranty'],23484.12,4.2,laptops,meesho
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,['Free upgrade to Windows 11 when available' 'AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Acer Collection  Acer Product Registration Acer Care Center Quick Access' '1 Year International Travelers Warranty (ITW)'],42195.73,4.4,laptops,flipkart
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,['Free upgrade to Windows 11 when available' 'AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Acer Collection  Acer Product Registration Acer Care Center Quick Access' '1 Year International Travelers Warranty (ITW)'],54950.47,4.4,laptops,amazon
acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,['Free upgrade to Windows 11 when available' 'AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Acer Collection  Acer Product Registration Acer Care Center Quick Access' '1 Year International Travelers Warranty (ITW)'],48407.36,4.4,laptops,meesho
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '39.62 cm (15.6 inch) Display' 'Office Home and Student 2021' '1 Year Onsite Warranty'],40513.65,4.4,laptops,flipkart
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '39.62 cm (15.6 inch) Display' 'Office Home and Student 2021' '1 Year Onsite Warranty'],41089.77,4.4,laptops,amazon
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L302WS Thin ...,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '39.62 cm (15.6 inch) Display' 'Office Home and Student 2021' '1 Year Onsite Warranty'],45218.1,4.4,laptops,meesho
ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB5...,['AMD Ryzen 7 Quad Core Processor' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '35.56 cm (14 inch) Display' 'Office Home and Student 2021' '1 Year Onsite Warranty'],44039.53,4.1,laptops,flipkart
ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB5...,['AMD Ryzen 7 Quad Core Processor' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '35.56 cm (14 inch) Display' 'Office Home and Student 2021' '1 Year Onsite Warranty'],49504.63,4.1,laptops,amazon
ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB5...,['AMD Ryzen 7 Quad Core Processor' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '35.56 cm (14 inch) Display' 'Office Home and Student 2021' '1 Year Onsite Warranty'],39939.56,4.1,laptops,meesho
Lenovo Thinkpad Ryzen 5 Hexa Core 5600U - (8 GB/512 GB SSD/DOS) E14 AMD Gen3 Thin and Light Laptop,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit DOS Operating System' '512 GB SSD' '35.56 cm (14 inch) Display' '1 Year Onsite Warranty'],68871.64,4.5,laptops,flipkart
Lenovo Thinkpad Ryzen 5 Hexa Core 5600U - (8 GB/512 GB SSD/DOS) E14 AMD Gen3 Thin and Light Laptop,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit DOS Operating System' '512 GB SSD' '35.56 cm (14 inch) Display' '1 Year Onsite Warranty'],68096.43,4.5,laptops,amazon
Lenovo Thinkpad Ryzen 5 Hexa Core 5600U - (8 GB/512 GB SSD/DOS) E14 AMD Gen3 Thin and Light Laptop,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit DOS Operating System' '512 GB SSD' '35.56 cm (14 inch) Display' '1 Year Onsite Warranty'],75544.19,4.5,laptops,meesho
Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop,['Intel Core i3 Processor (11th Gen)' '4 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '38.1 cm (15 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],44606.12,4.3,laptops,flipkart
Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop,['Intel Core i3 Processor (11th Gen)' '4 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '38.1 cm (15 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],40654.75,4.3,laptops,amazon
Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop,['Intel Core i3 Processor (11th Gen)' '4 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '38.1 cm (15 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],37031.06,4.3,laptops,meesho
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],52121.35,4.5,laptops,flipkart
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],52464.04,4.5,laptops,amazon
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],53083.72,4.5,laptops,meesho
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,['Intel Core i5 Processor (12th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year Onsite Warranty'],56737.08,4.2,laptops,flipkart
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,['Intel Core i5 Processor (12th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year Onsite Warranty'],60698.74,4.2,laptops,amazon
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,['Intel Core i5 Processor (12th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year Onsite Warranty'],57286.92,4.2,laptops,meesho
Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Lig...,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '33.02 cm (13 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],77874.81,4.0,laptops,flipkart
Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Lig...,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '33.02 cm (13 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],77274.06,4.0,laptops,amazon
Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Lig...,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '33.02 cm (13 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],63545.71,4.0,laptops,meesho
Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection'],55296.1,4.3,laptops,flipkart
Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection'],52088.78,4.3,laptops,amazon
Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection'],50041.65,4.3,laptops,meesho
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,['Intel Core i5 Processor (12th Gen)' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Acer Care Center Acer Product Registration Nitro Sense Quick Access' '1 Year International Travelers Warranty (ITW)'],57141.79,4.3,laptops,flipkart
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,['Intel Core i5 Processor (12th Gen)' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Acer Care Center Acer Product Registration Nitro Sense Quick Access' '1 Year International Travelers Warranty (ITW)'],52136.35,4.3,laptops,amazon
